City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,olias del rey,39.9444,-3.9868,310.34,11,0,6.6,ES,1722448020
274,panamaram,11.7404,76.0738,293.57,99,100,1.48,IN,1722448022
275,bubaque,11.2833,-15.8333,299.56,80,82,7.84,GW,1722448023
276,campbell river,50.0163,-125.2446,294.04,77,75,0.0,CA,1722448024
277,camiri,-20.05,-63.5167,300.03,41,1,5.14,BO,1722448025
278,gaffney,35.0718,-81.6498,306.27,40,24,1.68,US,1722448008
279,chavusy,53.8075,30.9712,289.45,77,33,3.58,BY,1722448027
280,darjiling,27.0333,88.2667,291.5,97,93,1.13,IN,1722448029
281,yibin,28.7667,104.6238,298.19,93,3,0.44,CN,1722448030
282,nemuro,43.3236,145.575,288.36,95,100,0.68,JP,1722447670
283,sitka,57.0531,-135.33,286.09,76,100,2.57,US,1722448033
284,kerikeri,-35.2268,173.9474,281.24,95,47,1.2,NZ,1722448034
285,uacu cungo,-11.3634,15.1208,294.96,46,7,2.35,AO,1722448036
286,moussoro,13.6408,16.4901,298.3,81,98,4.69,TD,1722448038
287,gasa,31.5,34.4667,301.08,72,0,3.82,PS,1722448039
288,south hedland,-20.4089,118.5983,295.11,33,79,2.57,AU,1722448040
289,santa quiteria,-4.3319,-40.1567,309.42,20,1,3.77,BR,1722448041
290,urucara,-2.5364,-57.76,310.87,23,4,2.42,BR,1722448042
291,bukama,-9.2,25.85,299.58,17,0,1.65,CD,1722448044
292,iwanai,42.9744,140.5089,291.22,95,100,1.05,JP,1722448045
293,pariaman,-0.619,100.12,298.18,91,90,2.06,ID,1722448046
294,sao felix do xingu,-6.6447,-51.995,310.57,18,0,2.3,BR,1722448048
295,northam,51.0333,-4.2167,295.03,83,97,2.58,GB,1722448049
296,waimea,20.0231,-155.6717,292.89,92,38,2.24,US,1722448050
297,korla,41.7597,86.1469,303.77,30,100,4.3,CN,1722448051
298,zeya,53.75,127.2667,285.5,87,2,2.55,RU,1722448052
299,sechura,-5.5569,-80.8222,297.35,59,23,6.63,PE,1722448053
300,guadalupe y calvo,26.1,-106.9667,296.52,50,1,3.1,MX,1722448055
301,taltal,-25.4,-70.4833,290.12,68,21,3.31,CL,1722448056
302,gulf shores,30.246,-87.7008,308.39,71,75,2.57,US,1722448058
303,weno,7.4515,151.8468,300.12,89,75,2.06,FM,1722448059
304,fale old settlement,-9.3852,-171.2468,300.38,74,100,10.28,TK,1722448060
305,morsbach,50.8667,7.75,296.83,82,98,1.65,DE,1722448061
306,dryden,49.7833,-92.7503,300.31,65,75,6.69,CA,1722448063
307,anloga,5.7947,0.8973,298.14,85,85,6.55,GH,1722448064
308,oral,51.2333,51.3667,294.14,64,40,3.0,KZ,1722448065
309,as sulayyil,20.4607,45.5779,312.29,11,99,5.17,SA,1722448066
310,aral,40.5156,81.2636,304.46,28,94,5.03,CN,1722448067
311,saint-francois,46.4154,3.9054,305.84,59,0,2.06,FR,1722448069
312,vuktyl,63.8567,57.3094,289.58,75,21,3.25,RU,1722448070
313,arenapolis,-14.4503,-56.8461,309.71,15,0,3.51,BR,1722448071
314,saldanha,-33.0117,17.9442,284.18,75,6,6.48,ZA,1722448072
315,camana,-16.6228,-72.7111,291.47,72,12,3.15,PE,1722448074
316,san agustin de valle fertil,-30.6335,-67.4682,289.9,32,89,2.8,AR,1722448075
317,polyarnyy,69.1989,33.4478,283.15,87,39,7.3,RU,1722448076
318,kasaragod,12.5,75.0,297.76,94,100,3.56,IN,1722448077
319,wooster,40.8051,-81.9351,305.68,59,20,3.09,US,1722448078
320,nuku'alofa,-21.1333,-175.2,292.34,94,20,2.57,TO,1722448079
321,sevan,40.5484,44.9487,286.08,90,43,1.07,AM,1722448081
322,garoowe,8.4054,48.4845,302.72,43,60,9.24,SO,1722448083
323,petropavlovsk-kamchatsky,53.0452,158.6483,285.48,100,100,2.0,RU,1722448084
324,baikonur,45.6167,63.3167,305.36,17,0,3.04,KZ,1722448086
325,mandera,3.9366,41.867,303.44,31,72,4.87,KE,1722448087
326,sabang,5.8933,95.3214,302.24,73,95,4.48,ID,1722448088
327,mil'kovo,55.6078,37.7956,292.37,64,68,3.93,RU,1722448090
328,minas de marcona,-15.2119,-75.1103,291.94,52,23,2.91,PE,1722448091
329,kruisfontein,-34.0033,24.7314,281.97,77,0,3.75,ZA,1722448092
330,yelizovo,53.1873,158.3805,286.23,100,100,2.0,RU,1722448093
331,vordingborg,55.008,11.9106,292.45,62,16,3.91,DK,1722448094
332,vetluzhskiy,58.3902,45.4654,287.65,94,89,1.75,RU,1722448095
333,tofol,5.3248,163.0078,301.76,71,42,3.46,FM,1722448096
334,tolanaro,-25.0319,46.9987,292.19,88,20,2.06,MG,1722448097
335,kiama,-34.6833,150.8667,284.82,74,84,2.24,AU,1722448099
336,usinsk,65.9939,57.5281,291.85,63,75,5.6,RU,1722448100
337,arcachon,44.5875,-1.0519,302.14,79,1,3.12,FR,1722448101
338,flin flon,54.7682,-101.865,299.06,38,0,3.6,CA,1722447837
339,afaahiti,-17.75,-149.2833,294.08,61,10,8.4,PF,1722448105
340,fort mcmurray,56.7268,-111.381,297.92,50,0,5.66,CA,1722448030
341,dudinka,69.4058,86.1778,289.69,62,3,2.46,RU,1722448107
342,alice springs,-23.7,133.8833,272.9,64,0,0.0,AU,1722447652
343,laojunmiao,39.8333,97.7333,295.19,34,99,3.74,CN,1722448109
344,atbasar,51.8,68.3333,297.4,43,51,1.7,KZ,1722448111
345,happy valley-goose bay,53.3168,-60.3315,296.32,68,75,4.63,CA,1722448112
346,prince rupert,54.3161,-130.3201,286.2,98,100,7.72,CA,1722448113
347,roi et,15.75,103.75,298.49,88,100,2.41,TH,1722448115
348,new norfolk,-42.7826,147.0587,277.43,98,16,0.98,AU,1722448116
349,yuci,37.6803,112.7319,297.01,64,0,3.0,CN,1722448118
350,burang,30.25,81.1667,286.76,63,75,2.9,CN,1722448119
351,bardai,11.65,7.2333,296.47,84,100,3.17,NG,1722448120
352,kupang,-10.1667,123.5833,298.47,88,13,3.09,ID,1722448121
353,kilju,40.9642,129.3278,296.47,96,21,0.84,KP,1722448122
354,susanville,40.4163,-120.653,303.1,22,0,2.25,US,1722448123
355,saranac lake,44.3295,-74.1313,299.27,84,75,3.09,US,1722448125
356,yangshuo,24.7808,110.4897,297.88,96,99,1.0,CN,1722448126
357,waddan,29.1614,16.139,307.24,24,0,5.79,LY,1722448127
358,nizhnesortymskiy,62.4397,71.7603,290.52,68,97,2.42,RU,1722448128
359,horodnytsya,50.807,27.3168,291.03,64,3,0.32,UA,1722448129
360,nanyuki,0.0167,37.0728,287.61,89,81,2.51,KE,1722448130
361,sept-iles,50.2001,-66.3821,295.44,77,75,3.6,CA,1722447847
362,zahedan,29.4963,60.8629,306.1,24,38,2.06,IR,1722447689
363,bonab,37.3404,46.0561,300.4,19,20,1.03,IR,1722448134
364,tavda,58.0425,65.2726,290.27,95,98,2.08,RU,1722448135
365,altay,47.8667,88.1167,292.76,41,4,2.37,CN,1722448137
366,tari,-11.1105,14.3559,289.62,85,4,1.43,AO,1722448138
367,boda,4.3189,17.4695,298.48,69,95,1.73,CF,1722448139
368,portland,45.5234,-122.6762,297.62,73,7,0.89,US,1722447916
369,rio hato,8.3833,-80.1667,300.9,83,75,1.54,PA,1722448141
370,hawaiian paradise park,19.5933,-154.9731,295.31,87,75,1.54,US,1722448143
371,pingliang,35.5392,106.6861,292.99,70,26,1.94,CN,1722448144
372,divicani,44.3667,17.3261,292.81,52,0,0.73,BA,1722448146
373,biskra,34.8504,5.7281,314.88,12,0,1.54,DZ,1722448147
374,tralee,52.2704,-9.7026,292.29,77,75,4.12,IE,1722448148
375,constantia,44.1833,28.65,297.53,56,0,5.38,RO,1722448149
376,antalaha,-14.9003,50.2788,293.28,78,16,3.18,MG,1722448150
377,'alaqahdari dishu,30.4374,63.313,308.85,14,15,3.96,AF,1722448152
378,lompoc,34.6391,-120.4579,295.7,51,0,3.77,US,1722448153
379,kangding,30.0513,101.9603,286.21,82,11,2.9,CN,1722448155
380,katsuren-haebaru,26.3369,127.8719,302.64,87,20,3.6,JP,1722448156
381,komsomol'sk,49.0097,33.6455,294.69,44,40,2.42,UA,1722448157
382,uliastay,47.7417,96.8444,285.51,90,100,2.04,MN,1722448158
383,carnarvon,-24.8667,113.6333,293.23,75,0,4.34,AU,1722448159
384,lhokseumawe,5.1801,97.1507,299.6,81,100,2.66,ID,1722448161
385,talcahuano,-36.7167,-73.1167,285.97,76,100,10.8,CL,1722448042
386,tubarjal,30.4999,38.216,306.83,15,8,4.16,SA,1722448163
387,takaungu,-3.6837,39.8566,298.42,82,57,5.38,KE,1722448164
388,parras de la fuente,25.4167,-102.1833,300.77,32,68,2.49,MX,1722448165
389,turbat,26.0023,63.044,305.71,53,100,3.94,PK,1722448166
390,vilyuchinsk,52.9306,158.4028,286.3,98,100,1.26,RU,1722448167
391,qingdao,36.0986,120.3719,301.93,100,0,4.0,CN,1722448168
392,binbrook,43.121,-79.804,303.65,63,75,4.12,CA,1722448169
393,korsakov,46.6328,142.7813,289.06,94,56,0.77,RU,1722448172
394,progreso,21.2833,-89.6667,307.65,61,18,5.71,MX,1722448173
395,yashikira,9.7667,3.4,297.59,86,98,2.22,NG,1722448174
396,sulya,12.5667,75.3833,296.61,99,100,0.64,IN,1722448175
397,hasaki,35.7333,140.8333,299.37,84,91,4.43,JP,1722448176
398,pangkalan brandan,4.0238,98.2782,297.24,95,100,1.85,ID,1722448179
399,verkhniy tagil,57.3733,59.9556,287.64,97,83,2.49,RU,1722448180
400,plettenberg bay,-34.0527,23.3716,283.41,73,0,3.32,ZA,1722448181
401,hadibu,12.65,54.0333,298.99,79,27,8.76,YE,1722448182
402,kabare,-2.4683,28.8242,292.59,50,78,0.51,CD,1722448183
403,melekeok village,7.4957,134.6367,300.46,83,75,2.57,PW,1722448184
404,ayora,39.0585,-1.0563,312.6,12,0,7.49,ES,1722448185
405,sengkang,-4.1279,120.0297,296.41,93,12,1.65,ID,1722448186
406,amahai,-3.3333,128.9167,297.81,89,61,1.94,ID,1722448188
407,guarapari,-20.6667,-40.4975,295.31,81,64,4.74,BR,1722447988
408,timra,62.487,17.3257,291.97,63,20,7.72,SE,1722448190
409,yaren,-0.5472,166.916,302.08,70,4,5.38,NR,1722448191
410,puerto deseado,-47.7503,-65.8938,279.54,82,100,8.95,AR,1722447675
411,swift current,50.2834,-107.8014,301.6,32,0,2.57,CA,1722448193
412,guerrero negro,27.9769,-114.0611,297.05,61,0,6.73,MX,1722448194
413,puerto lempira,15.2667,-83.7667,303.23,70,75,4.12,HN,1722448195
414,vadso,70.0744,29.7487,288.24,77,20,8.75,NO,1722448196
415,itacare,-14.2775,-38.9967,298.55,66,11,3.97,BR,1722448198
416,olyokminsk,60.3736,120.4264,283.49,56,64,1.57,RU,1722448199
417,balqash,46.8481,74.995,301.51,31,0,5.82,KZ,1722447659
418,homer,59.6425,-151.5483,289.69,76,0,2.06,US,1722448201
419,byron bay,-28.65,153.6167,279.66,81,22,5.06,AU,1722448202
420,ar rahad,12.7167,30.65,298.65,72,73,5.98,SD,1722448203
421,taoudenni,22.6783,-3.9836,314.83,6,11,11.39,ML,1722448204
422,riverton,40.5219,-111.9391,303.8,27,0,3.58,US,1722448205
423,piton saint-leu,-21.2196,55.3151,291.21,73,0,2.57,RE,1722448206
424,zaragoza,41.6561,-0.8773,314.71,13,0,3.09,ES,1722447947
425,casarza ligure,44.2719,9.447,303.34,87,22,1.89,IT,1722448209
426,nantucket,41.2835,-70.0995,300.37,83,0,6.69,US,1722448210
427,aniva,46.7144,142.5294,289.21,95,78,0.12,RU,1722448211
428,callaway,30.153,-85.5699,306.99,72,40,3.6,US,1722448213
429,tromso,69.6496,18.957,292.16,52,0,7.2,NO,1722448214
430,santa rosa,14.3122,121.1114,300.99,93,89,2.29,PH,1722448215
431,burley,42.5357,-113.7928,296.13,49,0,1.54,US,1722447985
432,fiambala,-27.6871,-67.6149,304.22,3,65,3.98,AR,1722448218
433,fauske,67.2588,15.3918,289.17,97,100,0.62,NO,1722448219
434,bartica,6.4,-58.6167,304.33,65,25,2.32,GY,1722448220
435,malango,-2.9627,119.9001,291.83,97,60,0.75,ID,1722448221
436,lindsay,36.203,-119.0882,305.8,50,0,3.09,US,1722448222
437,candelaria,13.9311,121.4233,296.84,95,88,1.97,PH,1722448223
438,laminusa,5.5549,120.9136,301.7,72,95,1.7,PH,1722448224
439,ola,59.5833,151.2833,284.3,80,98,3.22,RU,1722448227
440,piti village,13.4626,144.6933,300.18,97,75,5.14,GU,1722447672
441,flying fish cove,-10.4217,105.6791,297.97,88,75,4.63,CX,1722448229
442,zaozersk,69.4005,32.4476,283.35,85,7,6.68,RU,1722448230
443,uray,60.1247,64.7758,291.24,70,96,2.42,RU,1722448231
444,usol'ye,59.4268,56.6808,288.51,95,100,1.68,RU,1722448232
445,mar del plata,-38.0023,-57.5575,289.16,75,0,4.12,AR,1722448210
446,gobabis,-22.45,18.9667,289.19,17,1,4.65,NA,1722447636
447,al burayqah,30.4062,19.5739,300.9,84,0,9.43,LY,1722448236
448,sittwe,20.15,92.9,299.62,90,100,5.36,MM,1722448237
449,bhan,26.5583,67.7214,309.62,50,27,5.05,PK,1722448238
450,praya,14.9215,-23.5087,300.45,61,75,5.66,CV,1722448239
451,porto novo,6.4965,2.6036,300.05,84,85,4.95,BJ,1722448241
452,opuwo,-18.0607,13.84,291.37,18,4,3.21,NA,1722448243
453,klaksvik,62.2266,-6.589,284.66,78,95,3.05,FO,1722448244
454,airuk,7.2772,168.8203,301.45,76,17,5.11,MH,1722448245
455,pangody,65.85,74.4859,291.21,73,79,3.6,RU,1722448246
456,ponta delgada,37.7333,-25.6667,299.55,73,40,1.03,PT,1722448247
457,sao vicente,-23.9631,-46.3919,299.41,53,75,2.68,BR,1722448249
458,mossoro,-5.1875,-37.3442,308.12,31,20,4.63,BR,1722448250
459,smiltene,57.4244,25.9016,287.34,73,78,3.98,LV,1722448252
460,karasburg,-28.0167,18.75,284.7,25,0,3.52,NA,1722448253
461,mammoth lakes,37.6485,-118.9721,296.63,21,0,4.63,US,1722448254
462,gazojak,41.1875,61.4036,305.39,14,0,3.0,TM,1722448255
463,vorkuta,67.5,64.0,290.63,84,100,2.3,RU,1722448256
464,kuytun,54.3419,101.5036,289.34,97,100,2.17,RU,1722448257
465,languyan,5.2618,120.0807,298.27,91,96,0.97,PH,1722448258
466,dapa,9.7594,126.0531,300.8,74,99,1.23,PH,1722448259
467,emerald,-23.5333,148.1667,280.56,49,0,4.44,AU,1722448261
468,poronaysk,49.2167,143.1167,286.6,94,98,1.31,RU,1722448262
469,barberton,-25.7884,31.0532,288.18,86,65,0.89,ZA,1722448264
470,ushibukamachi,32.1906,130.0228,300.78,88,4,2.86,JP,1722448265
471,katsuura,35.1333,140.3,298.0,85,100,3.84,JP,1722448266
472,gadzhiyevo,69.2551,33.3362,283.24,88,30,6.99,RU,1722448269
473,lata,40.1629,-8.3327,302.31,48,1,3.35,PT,1722448270
474,kabalo,-6.05,26.9167,302.69,17,1,1.92,CD,1722448271
475,rakops,-21.0167,24.3333,294.15,15,18,3.93,BW,1722448272
476,al bayda,32.7627,21.7551,295.53,63,0,4.44,LY,1722448273
477,skovorodino,53.9833,123.9167,284.46,71,0,2.66,RU,1722448274
478,priozersk,61.0393,30.1291,290.34,97,100,2.3,RU,1722448275
479,lamu,-2.2717,40.902,297.63,84,25,6.76,KE,1722448276
480,rasony,55.9089,28.8126,290.07,72,74,2.68,BY,1722448277
481,buka,40.8108,69.1986,302.41,23,3,2.26,UZ,1722448279
482,camilla,31.2313,-84.2105,306.65,56,97,0.94,US,1722448280
483,lashkar gah,31.5938,64.3716,308.52,15,13,4.13,AF,1722448281
484,cambria,35.5641,-121.0808,302.47,66,12,3.15,US,1722448282
485,sumbawa besar,-8.5,117.4333,295.8,93,20,1.1,ID,1722448283
486,taguatinga,-12.3857,-46.5711,308.59,17,1,2.82,BR,1722448284
487,sakakah,29.9697,40.2064,309.91,15,9,4.3,SA,1722448285
488,aroma,15.8167,36.1333,300.98,59,39,7.43,SD,1722448286
489,kununurra,-15.7667,128.7333,294.14,32,18,4.12,AU,1722448287
490,togur,58.3631,82.8265,288.77,83,80,1.77,RU,1722448289
491,watertown,42.3709,-71.1828,302.59,76,75,7.72,US,1722448184
492,tome,-36.6167,-72.95,285.49,75,100,11.53,CL,1722448291
493,kas,36.2018,29.6377,302.76,45,0,3.66,TR,1722448292
494,neufchateau,48.35,5.7,300.38,84,45,2.26,FR,1722448293
495,baardheere,2.3446,42.2764,301.0,62,89,10.73,SO,1722448294
496,castres,43.5833,2.1667,308.65,43,0,5.14,FR,1722448295
497,el bayadh,33.6832,1.0193,308.3,12,13,6.39,DZ,1722448296
498,trincomalee,8.5711,81.2335,300.76,79,72,9.06,LK,1722448297
499,mokshan,53.4365,44.6132,290.02,74,58,4.56,RU,1722448299
500,joshimath,30.5667,79.5667,292.79,98,81,0.09,IN,1722448300
501,kudahuvadhoo,2.6708,72.8944,302.15,72,100,3.92,MV,1722448301
502,rabaul,-4.1967,152.1721,298.93,82,9,5.11,PG,1722448302
503,molchanovo,57.5817,83.7692,288.22,95,92,2.24,RU,1722448303
504,khalabat,34.06,72.8894,303.92,64,37,2.78,PK,1722448304
505,howrah,22.5892,88.3103,301.15,94,100,0.0,IN,1722448305
506,road town,18.4167,-64.6167,300.17,89,20,1.54,VG,1722448306
507,medina,24.4686,39.6142,312.39,8,0,4.63,SA,1722448308
508,sinop,41.7711,34.8709,288.68,98,62,0.76,TR,1722448309
509,shimoda,34.6667,138.95,298.21,83,81,2.31,JP,1722448310
510,la ronge,55.1001,-105.2842,298.29,44,20,4.12,CA,1722448284
511,lintong,34.378,109.2089,300.53,71,80,0.5,CN,1722448313
512,peniche,39.3558,-9.3811,296.04,84,74,7.04,PT,1722448315
513,antsiranana,-12.2787,49.2917,296.22,65,7,7.89,MG,1722448317
514,bintulu,3.1667,113.0333,298.38,100,20,1.03,MY,1722448318
515,dazhou,31.2159,107.5009,296.98,94,1,0.84,CN,1722448319
516,muravlenko,63.7898,74.523,290.76,67,97,1.44,RU,1722448320
517,marsh harbour,26.5412,-77.0636,302.63,72,28,5.81,BS,1722448321
518,novooleksiyivka,46.2269,34.6428,298.17,47,77,3.24,UA,1722448322
519,sorong,-0.8833,131.25,298.93,90,100,4.44,ID,1722448323
520,ilorin,8.5,4.55,300.35,78,40,5.14,NG,1722448324
521,logan,41.7355,-111.8344,301.29,28,0,3.68,US,1722448326
522,ghormach,35.7306,63.7826,303.44,21,0,2.76,AF,1722448327
523,san antonio,29.4241,-98.4936,307.12,57,20,4.12,US,1722448267
524,taloqan,36.7361,69.5345,302.08,23,0,1.83,AF,1722448329
525,asha,54.9973,57.2722,288.49,97,1,2.0,RU,1722448332
526,howard springs,-12.497,131.047,295.1,88,46,1.8,AU,1722448333
527,san luis de la loma,17.2706,-100.8939,303.73,59,100,2.57,MX,1722448334
528,cadale,2.7603,46.3222,298.04,82,75,6.64,SO,1722448335
529,chegdomyn,51.1167,133.0167,292.6,80,100,1.61,RU,1722448337
530,wagar,16.1525,36.2032,302.14,55,62,7.47,SD,1722448338
531,bandon,51.7469,-8.7425,292.92,69,89,4.69,IE,1722448339
532,chilecito,-29.1619,-67.4974,296.3,14,21,2.02,AR,1722448340
533,beau vallon,-20.4189,57.6953,293.28,77,20,0.0,MU,1722448341
534,saint joseph,39.7686,-94.8466,306.72,66,0,4.63,US,1722448097
535,strezhevoy,60.7333,77.5889,287.36,89,68,1.39,RU,1722448343
536,callao,-12.0667,-77.15,293.31,68,75,2.57,PE,1722448344
537,pama,11.2497,0.7075,300.88,71,98,1.71,BF,1722448345
538,surovikino,48.6078,42.8486,296.32,38,75,2.49,RU,1722448347
539,teguise,29.0605,-13.564,298.27,57,20,10.29,ES,1722448348
540,manfalut,27.3104,30.97,310.29,18,20,3.18,EG,1722448349
541,ta`u,-14.2336,-169.5144,298.59,62,16,10.27,AS,1722448350
542,amos,48.5669,-78.1162,299.84,60,82,4.19,CA,1722448351
543,kone,-21.0595,164.8658,291.28,81,100,2.22,NC,1722448352
544,pierre,44.3683,-100.351,304.66,50,75,3.13,US,1722448353
545,pandan,14.0453,124.1694,299.6,85,83,1.96,PH,1722448355
546,palangkaraya,-2.2,113.8333,296.52,98,36,1.12,ID,1722448356
547,astrakhan,46.3497,48.0408,298.08,41,0,4.0,RU,1722448357
548,shalqar,47.8333,59.6,303.64,16,0,4.58,KZ,1722448358
